team.number,match.number,team.alliance,initials,team.present,starting.position,amp.completed.auto,amp.attempted.auto,subwoofer.completed.auto,subwoofer.attempted.auto,podium.completed.auto,podium.attempted.auto,medium.completed.teleop,medium.attempted.teleop,midfield.completed.auto,midfield.attempted.auto,amp.completed.teleop,amp.attempted.teleop,subwoofer.completed.teleop,subwoofer.attempted.teleop,podium.completed.teleop,podium.attempted.teleop,midfield.completed.teleop,midfield.attempted.teleop,coopertition,disabled,location.end,score.trap.end,high.note.attempt.end,high.note.score.end,summary.end,timestamp
832,20,blue,JB,true,"Touching Subwoofer, Facing AMP",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,null,null,Other,null,null,null,null,2024-03-22 14:51:42.817242
3815,19,blue,JB,true,"Touching Subwoofer, Centered",0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,null,null,Parked at Podium,null,true,null,null,2024-03-22 14:45:36.860909
1414,18,blue,HCS,true,In front of single Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,Robot disabled at the start,2024-03-22 14:33:40.353552
3635,17,blue,EG,true,"Touching Subwoofer, Facing Human Player",0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,null,null,null,null,true,null,null,2024-03-22 14:28:04.481612
5651,16,blue,EG,true,In front of double Driver Station,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,null,null,Parked at Podium,null,null,null,null,2024-03-22 14:21:53.864560
8080,15,blue,EG,true,"Touching Subwoofer, Facing Human Player",0,1,0,0,0,0,0,0,0,0,5,1,5,1,2,0,0,0,null,null,null,null,null,true,null,2024-03-22 14:14:58.420433
3091,14,blue,EG,true,"Touching Subwoofer, Facing Human Player",0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,null,null,null,null,null,null,null,2024-03-22 14:07:35.457783
5109,13,blue,EG,true,In front of double Driver Station,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 12:43:13.826745
3091,7,red,WD,true,In front of single Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 11:50:11.044949
3091,6,red,WD,true,In front of double Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,null,null,null,null,true,null,null,2024-03-22 11:49:18.352361
9770,5,red,WD,true,In front of double Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,null,null,null,null,null,They use the kitbot,2024-03-22 11:42:16.396583
5848,4,red,WD,null,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,Team didnt show,2024-03-22 11:34:42.343042
9582,3,red,WD,null,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,Unfortunatley team once again was not there,2024-03-22 11:25:57.207155
1648,2,red,HS,false,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,The team was not there,2024-03-22 11:19:34.805392
1414,1,red,WD,true,In front of single Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,null,null,null,null,true,null,Auto was goofy and they flipped 8100,2024-03-22 11:09:30.504911
