team.number,match.number,team.alliance,initials,team.present,starting.position,amp.completed.auto,amp.attempted.auto,subwoofer.completed.auto,subwoofer.attempted.auto,podium.completed.auto,podium.attempted.auto,medium.completed.teleop,medium.attempted.teleop,midfield.completed.auto,midfield.attempted.auto,amp.completed.teleop,amp.attempted.teleop,subwoofer.completed.teleop,subwoofer.attempted.teleop,podium.completed.teleop,podium.attempted.teleop,midfield.completed.teleop,midfield.attempted.teleop,coopertition,disabled,location.end,score.trap.end,high.note.attempt.end,high.note.score.end,summary.end,timestamp
4516,53,red,kd,true,In front of single Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,true,null,null,null,2024-03-22 18:57:42.204260
5293,52,red,kd,true,"Touching Subwoofer, Facing AMP",0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 18:50:02.949249
8869,51,red,kd,true,"Touching Subwoofer, Centered",1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,true,null,null,null,null,null,null,2024-03-22 18:43:19.791062
6705,50,blue,PSK,null,"Touching Subwoofer, Facing AMP",0,0,0,1,0,0,0,0,0,0,6,0,2,3,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 18:34:36.760067
5900,49,blue,PSK,true,"Touching Subwoofer, Centered",0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,null,null,Climbed from AMP Side,null,null,null,null,2024-03-22 18:29:40.289143
1414,48,blue,PSK,true,"Touching Subwoofer, Centered",0,0,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 18:21:43.766711
9260,47,blue,PSK,true,"Touching Subwoofer, Facing Human Player",0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 18:16:30.418271
8080,46,blue,PSK,true,In front of double Driver Station,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,null,null,null,null,true,null,null,2024-03-22 18:09:03.672879
3635,45,blue,PSK,true,In front of double Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,null,null,null,null,true,true,null,2024-03-22 18:01:00.704390
5848,44,blue,PSK,true,In front of double Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,true,null,null,null,null,null,2024-03-22 17:56:30.660502
5293,43,blue,PSK,true,"Touching Subwoofer, Centered",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 17:47:33.682039
1795,42,red,ES,true,"Touching Subwoofer, Facing AMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,null,null,null,null,true,null,null,2024-03-22 17:40:43.919281
4516,41,red,ES,true,"Touching Subwoofer, Facing AMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,null,null,null,null,true,null,null,2024-03-22 17:32:54.920550
2974,40,red,ES,true,"Touching Subwoofer, Centered",0,0,0,0,3,0,0,0,0,0,2,0,0,0,9,1,0,0,null,null,null,null,null,null,null,2024-03-22 17:25:50.346468
1002,39,red,ES,true,"Touching Subwoofer, Facing AMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,false,null,null,2024-03-22 17:19:51.384616
4188,38,red,ES,true,"Touching Subwoofer, Facing Human Player",0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,0,0,null,null,null,null,false,null,null,2024-03-22 17:12:13.679490
8080,37,blue,ES,true,"Touching Subwoofer, Facing Human Player",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,null,null,null,null,true,null,null,2024-03-22 17:04:36.745819
9522,36,blue,PSK,true,In front of double Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 16:57:48.328140
3815,35,blue,PSK,null,In front of single Driver Station,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 16:48:42.634703
9057,34,blue,PSK,true,In front of double Driver Station,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 16:42:36.053173
9260,33,blue,PSK,true,"Touching Subwoofer, Centered",0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,null,null,null,null,null,null,null,2024-03-22 16:33:01.976613
